Z (um),Deflection (um)
0.15,-0.014361
0.1499,-0.014329
0.1498,-0.014341
0.1497,-0.014335
0.1496,-0.014355
0.1495,-0.014364
0.1494,-0.014349
0.1493,-0.014344
0.1492,-0.014355
0.1491,-0.014341
0.149,-0.014364
0.1489,-0.014347
0.1488,-0.014344
0.1487,-0.014347
0.1486,-0.014364
0.1485,-0.014338
0.1484,-0.014355
0.1483,-0.014367
0.1482,-0.014344
0.1481,-0.014338
0.148,-0.014344
0.1479,-0.014341
0.1478,-0.014375
0.1477,-0.014367
0.1476,-0.014347
0.1475,-0.014375
0.1474,-0.014326
0.1473,-0.014309
0.1472,-0.014324
0.1471,-0.014344
0.147,-0.014375
0.1469,-0.01437
0.1468,-0.01439
0.1467,-0.014372
0.1466,-0.014361
0.1465,-0.014341
0.1464,-0.014332
0.1463,-0.01437
0.1462,-0.014384
0.1461,-0.014358
0.146,-0.014364
0.1459,-0.014341
0.1458,-0.014335
0.1457,-0.014361
0.1456,-0.014387
0.1455,-0.01439
0.1454,-0.014347
0.1453,-0.014384
0.1452,-0.014401
0.1451,-0.014401
0.145,-0.014413
0.1449,-0.01437
0.1448,-0.01437
0.1447,-0.014364
0.1446,-0.01439
0.1445,-0.01443
0.1444,-0.01443
0.1443,-0.01439
0.1442,-0.014341
0.1441,-0.014395
0.144,-0.01441
0.1439,-0.01439
0.1438,-0.014413
0.1437,-0.01443
0.1436,-0.014421
0.1435,-0.014421
0.1434,-0.014427
0.1433,-0.014401
0.1432,-0.014416
0.1431,-0.014421
0.143,-0.014407
0.1429,-0.014404
0.1428,-0.014421
0.1427,-0.014433
0.1426,-0.014407
0.1425,-0.014378
0.1424,-0.014378
0.1423,-0.014375
0.1422,-0.014378
0.1421,-0.014364
0.142,-0.014364
0.1419,-0.014407
0.1418,-0.014401
0.1417,-0.014384
0.1416,-0.014372
0.1415,-0.014358
0.1414,-0.014375
0.1413,-0.014401
0.1412,-0.014421
0.1411,-0.014418
0.141,-0.01443
0.1409,-0.014372
0.1408,-0.014401
0.1407,-0.014418
0.1406,-0.01441
0.1405,-0.014418
0.1404,-0.014473
0.1403,-0.014442
0.1402,-0.014421
0.1401,-0.014421
0.14,-0.01443
0.1399,-0.014427
0.1398,-0.014433
0.1397,-0.014424
0.1396,-0.014413
0.1395,-0.014407
0.1394,-0.014424
0.1393,-0.014418
0.1392,-0.014387
0.1391,-0.014364
0.139,-0.014375
0.1389,-0.014407
0.1388,-0.014404
0.1387,-0.014384
0.1386,-0.01439
0.1385,-0.01439
0.1384,-0.014347
0.1383,-0.01437
0.1382,-0.014361
0.1381,-0.014387
0.138,-0.014416
0.1379,-0.014413
0.1378,-0.014395
0.1377,-0.014387
0.1376,-0.014364
0.1375,-0.01441
0.1374,-0.01441
0.1373,-0.014447
0.1372,-0.014444
0.1371,-0.014462
0.137,-0.01443
0.1369,-0.014444
0.1368,-0.014433
0.1367,-0.014424
0.1366,-0.014427
0.1365,-0.014378
0.1364,-0.01439
0.1363,-0.014421
0.1362,-0.014456
0.1361,-0.014442
0.136,-0.014416
0.1359,-0.014421
0.1358,-0.014404
0.1357,-0.014418
0.1356,-0.014467
0.1355,-0.014442
0.1354,-0.014459
0.1353,-0.014456
0.1352,-0.014439
0.1351,-0.01445
0.135,-0.014479
0.1349,-0.01447
0.1348,-0.01449
0.1347,-0.014488
0.1346,-0.014453
0.1345,-0.014447
0.1344,-0.014413
0.1343,-0.014427
0.1342,-0.014436
0.1341,-0.014424
0.134,-0.014404
0.1339,-0.014418
0.1338,-0.014442
0.1337,-0.014439
0.1336,-0.014433
0.1335,-0.014404
0.1334,-0.014401
0.1333,-0.014404
0.1332,-0.014384
0.1331,-0.014395
0.133,-0.014418
0.1329,-0.014421
0.1328,-0.014444
0.1327,-0.014479
0.1326,-0.014473
0.1325,-0.014444
0.1324,-0.014465
0.1323,-0.014447
0.1322,-0.014447
0.1321,-0.014444
0.132,-0.014467
0.1319,-0.014488
0.1318,-0.014482
0.1317,-0.014465
0.1316,-0.014416
0.1315,-0.01443
0.1314,-0.014459
0.1313,-0.014418
0.1312,-0.014447
0.1311,-0.014424
0.131,-0.014482
0.1309,-0.014502
0.1308,-0.014482
0.1307,-0.014482
0.1306,-0.01445
0.1305,-0.014453
0.1304,-0.014473
0.1303,-0.014436
0.1302,-0.014459
0.1301,-0.01447
0.13,-0.014456
0.1299,-0.014459
0.1298,-0.01447
0.1297,-0.014453
0.1296,-0.01443
0.1295,-0.014476
0.1294,-0.014465
0.1293,-0.014456
0.1292,-0.014436
0.1291,-0.014418
0.129,-0.014459
0.1289,-0.014459
0.1288,-0.01445
0.1287,-0.014456
0.1286,-0.014473
0.1285,-0.014444
0.1284,-0.014485
0.1283,-0.014485
0.1282,-0.014493
0.1281,-0.014508
0.128,-0.01449
0.1279,-0.014511
0.1278,-0.014522
0.1277,-0.01449
0.1276,-0.014456
0.1275,-0.014427
0.1274,-0.014456
0.1273,-0.01445
0.1272,-0.014465
0.1271,-0.014485
0.127,-0.014482
0.1269,-0.014485
0.1268,-0.014459
0.1267,-0.014482
0.1266,-0.014493
0.1265,-0.01443
0.1264,-0.014416
0.1263,-0.014453
0.1262,-0.014424
0.1261,-0.014442
0.126,-0.014456
0.1259,-0.014459
0.1258,-0.01447
0.1257,-0.01447
0.1256,-0.014459
0.1255,-0.014488
0.1254,-0.01449
0.1253,-0.014447
0.1252,-0.014467
0.1251,-0.01449
0.125,-0.014519
0.1249,-0.014511
0.1248,-0.014516
0.1247,-0.014502
0.1246,-0.014505
0.1245,-0.014496
0.1244,-0.014467
0.1243,-0.014485
0.1242,-0.014502
0.1241,-0.01449
0.124,-0.01445
0.1239,-0.01443
0.1238,-0.014436
0.1237,-0.01445
0.1236,-0.014502
0.1235,-0.014479
0.1234,-0.014476
0.1233,-0.014444
0.1232,-0.014502
0.1231,-0.01449
0.123,-0.014499
0.1229,-0.014493
0.1228,-0.014499
0.1227,-0.014502
0.1226,-0.014465
0.1225,-0.014519
0.1224,-0.014516
0.1223,-0.014516
0.1222,-0.014525
0.1221,-0.014496
0.122,-0.014508
0.1219,-0.014488
0.1218,-0.01449
0.1217,-0.014505
0.1216,-0.01447
0.1215,-0.01449
0.1214,-0.014505
0.1213,-0.014496
0.1212,-0.014482
0.1211,-0.014499
0.121,-0.014462
0.1209,-0.014482
0.1208,-0.014508
0.1207,-0.014516
0.1206,-0.014513
0.1205,-0.014534
0.1204,-0.014496
0.1203,-0.014528
0.1202,-0.014502
0.1201,-0.014479
0.12,-0.014502
0.1199,-0.014511
0.1198,-0.014531
0.1197,-0.014522
0.1196,-0.014542
0.1195,-0.014519
0.1194,-0.014513
0.1193,-0.014493
0.1192,-0.014508
0.1191,-0.014485
0.119,-0.014479
0.1189,-0.014485
0.1188,-0.014476
0.1187,-0.014513
0.1186,-0.014473
0.1185,-0.01449
0.1184,-0.014493
0.1183,-0.014496
0.1182,-0.014516
0.1181,-0.014488
0.118,-0.014493
0.1179,-0.014508
0.1178,-0.014511
0.1177,-0.014488
0.1176,-0.014496
0.1175,-0.014519
0.1174,-0.014539
0.1173,-0.014525
0.1172,-0.014554
0.1171,-0.014536
0.117,-0.014534
0.1169,-0.014559
0.1168,-0.014559
0.1167,-0.014557
0.1166,-0.014542
0.1165,-0.014516
0.1164,-0.014534
0.1163,-0.014519
0.1162,-0.014528
0.1161,-0.014542
0.116,-0.014534
0.1159,-0.014525
0.1158,-0.014548
0.1157,-0.014528
0.1156,-0.014528
0.1155,-0.014534
0.1154,-0.014545
0.1153,-0.014542
0.1152,-0.014525
0.1151,-0.014519
0.115,-0.014548
0.1149,-0.014542
0.1148,-0.014568
0.1147,-0.01449
0.1146,-0.014536
0.1145,-0.014557
0.1144,-0.014559
0.1143,-0.014539
0.1142,-0.014502
0.1141,-0.014528
0.114,-0.014534
0.1139,-0.014528
0.1138,-0.014528
0.1137,-0.014516
0.1136,-0.014522
0.1135,-0.014516
0.1134,-0.014545
0.1133,-0.014545
0.1132,-0.0146
0.1131,-0.014554
0.113,-0.014548
0.1129,-0.014559
0.1128,-0.014542
0.1127,-0.014554
0.1126,-0.014505
0.1125,-0.014502
0.1124,-0.014513
0.1123,-0.014545
0.1122,-0.014531
0.1121,-0.014534
0.112,-0.014519
0.1119,-0.014559
0.1118,-0.014511
0.1117,-0.014522
0.1116,-0.014554
0.1115,-0.014554
0.1114,-0.014574
0.1113,-0.014582
0.1112,-0.014606
0.1111,-0.014528
0.111,-0.014554
0.1109,-0.014548
0.1108,-0.014557
0.1107,-0.014557
0.1106,-0.014554
0.1105,-0.014571
0.1104,-0.014536
0.1103,-0.014548
0.1102,-0.014565
0.1101,-0.014565
0.11,-0.014545
0.1099,-0.01458
0.1098,-0.014571
0.1097,-0.014548
0.1096,-0.014545
0.1095,-0.014511
0.1094,-0.014548
0.1093,-0.014554
0.1092,-0.014551
0.1091,-0.014559
0.109,-0.014554
0.1089,-0.014559
0.1088,-0.014577
0.1087,-0.014577
0.1086,-0.014557
0.1085,-0.014557
0.1084,-0.014545
0.1083,-0.014565
0.1082,-0.01458
0.1081,-0.014585
0.108,-0.014594
0.1079,-0.014562
0.1078,-0.014551
0.1077,-0.014531
0.1076,-0.014528
0.1075,-0.014545
0.1074,-0.014531
0.1073,-0.014565
0.1072,-0.014571
0.1071,-0.014571
0.107,-0.014554
0.1069,-0.014551
0.1068,-0.014571
0.1067,-0.014565
0.1066,-0.014548
0.1065,-0.014582
0.1064,-0.014588
0.1063,-0.014559
0.1062,-0.014571
0.1061,-0.014554
0.106,-0.014534
0.1059,-0.014565
0.1058,-0.014562
0.1057,-0.014554
0.1056,-0.014548
0.1055,-0.014582
0.1054,-0.014562
0.1053,-0.014551
0.1052,-0.014565
0.1051,-0.014577
0.105,-0.014574
0.1049,-0.014574
0.1048,-0.01458
0.1047,-0.014585
0.1046,-0.014606
0.1045,-0.014559
0.1044,-0.014565
0.1043,-0.014565
0.1042,-0.014554
0.1041,-0.014608
0.104,-0.014594
0.1039,-0.014611
0.1038,-0.014562
0.1037,-0.014554
0.1036,-0.014536
0.1035,-0.014557
0.1034,-0.014585
0.1033,-0.0146
0.1032,-0.014562
0.1031,-0.014568
0.103,-0.014603
0.1029,-0.01462
0.1028,-0.014611
0.1027,-0.014568
0.1026,-0.014559
0.1025,-0.014571
0.1024,-0.014562
0.1023,-0.014551
0.1022,-0.014554
0.1021,-0.014548
0.102,-0.014562
0.1019,-0.014559
0.1018,-0.01458
0.1017,-0.014631
0.1016,-0.0146
0.1015,-0.014585
0.1014,-0.014565
0.1013,-0.01458
0.1012,-0.014594
0.1011,-0.014588
0.101,-0.014585
0.1009,-0.014597
0.1008,-0.0146
0.1007,-0.01464
0.1006,-0.014657
0.1005,-0.014631
0.1004,-0.014606
0.1003,-0.014617
0.1002,-0.01458
0.1001,-0.014597
0.1,-0.014631
0.0999,-0.014594
0.0998,-0.014562
0.0997,-0.014568
0.0996,-0.014565
0.0995,-0.014548
0.0994,-0.014528
0.0993,-0.014548
0.0992,-0.014565
0.0991,-0.014568
0.099,-0.014597
0.0989,-0.014629
0.0988,-0.014594
0.0987,-0.014585
0.0986,-0.014594
0.0985,-0.014617
0.0984,-0.014582
0.0983,-0.014516
0.0982,-0.014562
0.0981,-0.014588
0.098,-0.014588
0.0979,-0.014603
0.0978,-0.014614
0.0977,-0.014588
0.0976,-0.014594
0.0975,-0.014585
0.0974,-0.014562
0.0973,-0.014559
0.0972,-0.014562
0.0971,-0.0146
0.097,-0.014542
0.0969,-0.014545
0.0968,-0.014568
0.0967,-0.014574
0.0966,-0.014582
0.0965,-0.014548
0.0964,-0.01458
0.0963,-0.014571
0.0962,-0.014603
0.0961,-0.014585
0.096,-0.014568
0.0959,-0.014557
0.0958,-0.014562
0.0957,-0.014594
0.0956,-0.014568
0.0955,-0.014606
0.0954,-0.014588
0.0953,-0.014603
0.0952,-0.014551
0.0951,-0.014568
0.095,-0.01458
0.0949,-0.014591
0.0948,-0.014536
0.0947,-0.014539
0.0946,-0.014557
0.0945,-0.014562
0.0944,-0.014568
0.0943,-0.014571
0.0942,-0.014562
0.0941,-0.014594
0.094,-0.014554
0.0939,-0.014582
0.0938,-0.014571
0.0937,-0.014574
0.0936,-0.014568
0.0935,-0.014548
0.0934,-0.014588
0.0933,-0.014608
0.0932,-0.014571
0.0931,-0.014562
0.093,-0.014562
0.0929,-0.014536
0.0928,-0.014536
0.0927,-0.014562
0.0926,-0.014565
0.0925,-0.014559
0.0924,-0.01458
0.0923,-0.014557
0.0922,-0.014568
0.0921,-0.014591
0.092,-0.014594
0.0919,-0.014574
0.0918,-0.014585
0.0917,-0.014585
0.0916,-0.014597
0.0915,-0.014594
0.0914,-0.014582
0.0913,-0.01462
0.0912,-0.014623
0.0911,-0.014582
0.091,-0.014571
0.0909,-0.01464
0.0908,-0.014588
0.0907,-0.014588
0.0906,-0.014629
0.0905,-0.0146
0.0904,-0.014603
0.0903,-0.014611
0.0902,-0.014629
0.0901,-0.014646
0.09,-0.014617
0.0899,-0.014591
0.0898,-0.014597
0.0897,-0.014614
0.0896,-0.014643
0.0895,-0.014643
0.0894,-0.014646
0.0893,-0.014623
0.0892,-0.014606
0.0891,-0.014631
0.089,-0.014634
0.0889,-0.014608
0.0888,-0.014646
0.0887,-0.014626
0.0886,-0.014603
0.0885,-0.014603
0.0884,-0.014606
0.0883,-0.014585
0.0882,-0.014603
0.0881,-0.014657
0.088,-0.01466
0.0879,-0.014634
0.0878,-0.014617
0.0877,-0.014649
0.0876,-0.01466
0.0875,-0.014654
0.0874,-0.014666
0.0873,-0.014631
0.0872,-0.014614
0.0871,-0.014614
0.087,-0.014643
0.0869,-0.014606
0.0868,-0.014631
0.0867,-0.014677
0.0866,-0.014669
0.0865,-0.014637
0.0864,-0.014652
0.0863,-0.014646
0.0862,-0.014643
0.0861,-0.014623
0.086,-0.014637
0.0859,-0.014629
0.0858,-0.01464
0.0857,-0.014643
0.0856,-0.014634
0.0855,-0.014626
0.0854,-0.014611
0.0853,-0.014643
0.0852,-0.01464
0.0851,-0.014657
0.085,-0.01466
0.0849,-0.014666
0.0848,-0.014672
0.0847,-0.014675
0.0846,-0.014657
0.0845,-0.01468
0.0844,-0.01462
0.0843,-0.01462
0.0842,-0.014597
0.0841,-0.014646
0.084,-0.014623
0.0839,-0.014585
0.0838,-0.014629
0.0837,-0.01466
0.0836,-0.014652
0.0835,-0.014637
0.0834,-0.014634
0.0833,-0.014643
0.0832,-0.014649
0.0831,-0.014629
0.083,-0.014654
0.0829,-0.01466
0.0828,-0.014637
0.0827,-0.014698
0.0826,-0.014675
0.0825,-0.014657
0.0824,-0.014672
0.0823,-0.014652
0.0822,-0.014657
0.0821,-0.01468
0.082,-0.014686
0.0819,-0.014686
0.0818,-0.014666
0.0817,-0.014634
0.0816,-0.014634
0.0815,-0.01464
0.0814,-0.014649
0.0813,-0.014654
0.0812,-0.014608
0.0811,-0.014617
0.081,-0.01462
0.0809,-0.014634
0.0808,-0.014657
0.0807,-0.014629
0.0806,-0.014637
0.0805,-0.01462
0.0804,-0.01464
0.0803,-0.014672
0.0802,-0.014649
0.0801,-0.014657
0.08,-0.01464
0.0799,-0.014626
0.0798,-0.014643
0.0797,-0.014623
0.0796,-0.014637
0.0795,-0.01468
0.0794,-0.014637
0.0793,-0.014663
0.0792,-0.014683
0.0791,-0.014663
0.079,-0.014626
0.0789,-0.014626
0.0788,-0.014657
0.0787,-0.014637
0.0786,-0.014603
0.0785,-0.014617
0.0784,-0.014631
0.0783,-0.014626
0.0782,-0.014629
0.0781,-0.014663
0.078,-0.014689
0.0779,-0.014686
0.0778,-0.014657
0.0777,-0.014657
0.0776,-0.014649
0.0775,-0.014652
0.0774,-0.01464
0.0773,-0.014654
0.0772,-0.01464
0.0771,-0.014657
0.077,-0.014646
0.0769,-0.014654
0.0768,-0.014643
0.0767,-0.014637
0.0766,-0.014631
0.0765,-0.014649
0.0764,-0.014677
0.0763,-0.014692
0.0762,-0.014634
0.0761,-0.014606
0.076,-0.014603
0.0759,-0.014611
0.0758,-0.014626
0.0757,-0.014637
0.0756,-0.014652
0.0755,-0.014643
0.0754,-0.01462
0.0753,-0.014637
0.0752,-0.014617
0.0751,-0.014614
0.075,-0.014646
0.0749,-0.014617
0.0748,-0.01462
0.0747,-0.01464
0.0746,-0.014649
0.0745,-0.014675
0.0744,-0.014663
0.0743,-0.014666
0.0742,-0.014669
0.0741,-0.014695
0.074,-0.014686
0.0739,-0.014692
0.0738,-0.014669
0.0737,-0.014692
0.0736,-0.014692
0.0735,-0.014652
0.0734,-0.014686
0.0733,-0.014695
0.0732,-0.01468
0.0731,-0.014666
0.073,-0.014663
0.0729,-0.014643
0.0728,-0.014677
0.0727,-0.014672
0.0726,-0.014657
0.0725,-0.014657
0.0724,-0.014669
0.0723,-0.014672
0.0722,-0.014689
0.0721,-0.014654
0.072,-0.014634
0.0719,-0.014672
0.0718,-0.014652
0.0717,-0.014637
0.0716,-0.014666
0.0715,-0.014683
0.0714,-0.01464
0.0713,-0.014675
0.0712,-0.014657
0.0711,-0.014689
0.071,-0.014698
0.0709,-0.014686
0.0708,-0.014672
0.0707,-0.014675
0.0706,-0.014663
0.0705,-0.014677
0.0704,-0.01466
0.0703,-0.014646
0.0702,-0.014663
0.0701,-0.014675
0.07,-0.01468
0.0699,-0.014692
0.0698,-0.014677
0.0697,-0.014675
0.0696,-0.014709
0.0695,-0.014695
0.0694,-0.014723
0.0693,-0.014675
0.0692,-0.014703
0.0691,-0.014698
0.069,-0.014672
0.0689,-0.014706
0.0688,-0.014735
0.0687,-0.014683
0.0686,-0.014672
0.0685,-0.014683
0.0684,-0.014692
0.0683,-0.014686
0.0682,-0.014675
0.0681,-0.014672
0.068,-0.014706
0.0679,-0.014721
0.0678,-0.014715
0.0677,-0.014698
0.0676,-0.014675
0.0675,-0.014692
0.0674,-0.014706
0.0673,-0.014677
0.0672,-0.014689
0.0671,-0.014689
0.067,-0.014672
0.0669,-0.01468
0.0668,-0.014709
0.0667,-0.014698
0.0666,-0.01468
0.0665,-0.014698
0.0664,-0.014715
0.0663,-0.014677
0.0662,-0.01468
0.0661,-0.01468
0.066,-0.014698
0.0659,-0.014703
0.0658,-0.014715
0.0657,-0.0147
0.0656,-0.01468
0.0655,-0.014698
0.0654,-0.014729
0.0653,-0.0147
0.0652,-0.014712
0.0651,-0.014689
0.065,-0.014689
0.0649,-0.014721
0.0648,-0.014706
0.0647,-0.014715
0.0646,-0.014752
0.0645,-0.014749
0.0644,-0.014732
0.0643,-0.014698
0.0642,-0.014663
0.0641,-0.014709
0.064,-0.014663
0.0639,-0.014683
0.0638,-0.014698
0.0637,-0.014715
0.0636,-0.014712
0.0635,-0.01468
0.0634,-0.01466
0.0633,-0.014703
0.0632,-0.014712
0.0631,-0.014677
0.063,-0.014643
0.0629,-0.014677
0.0628,-0.01468
0.0627,-0.014703
0.0626,-0.014744
0.0625,-0.014732
0.0624,-0.014706
0.0623,-0.014715
0.0622,-0.014741
0.0621,-0.014712
0.062,-0.014709
0.0619,-0.014721
0.0618,-0.016694
0.0617,-0.018358
0.0616,-0.018317
0.0615,-0.018303
0.0614,-0.018277
0.0613,-0.018303
0.0612,-0.0183
0.0611,-0.018257
0.061,-0.018277
0.0609,-0.018257
0.0608,-0.01824
0.0607,-0.018254
0.0606,-0.018268
0.0605,-0.018234
0.0604,-0.018231
0.0603,-0.018208
0.0602,-0.018234
0.0601,-0.018194
0.06,-0.018222
0.0599,-0.018248
0.0598,-0.018217
0.0597,-0.018225
0.0596,-0.018214
0.0595,-0.018196
0.0594,-0.018168
0.0593,-0.018188
0.0592,-0.018125
0.0591,-0.018156
0.059,-0.01813
0.0589,-0.018107
0.0588,-0.018102
0.0587,-0.018125
0.0586,-0.01815
0.0585,-0.018122
0.0584,-0.018142
0.0583,-0.018125
0.0582,-0.018084
0.0581,-0.018087
0.058,-0.018067
0.0579,-0.018012
0.0578,-0.01803
0.0577,-0.018004
0.0576,-0.017998
0.0575,-0.017981
0.0574,-0.017943
0.0573,-0.017935
0.0572,-0.017912
0.0571,-0.01786
0.057,-0.017848
0.0569,-0.017914
0.0568,-0.01784
0.0567,-0.017834
0.0566,-0.017811
0.0565,-0.017753
0.0564,-0.01775
0.0563,-0.017768
0.0562,-0.017748
0.0561,-0.017733
0.056,-0.017733
0.0559,-0.017722
0.0558,-0.017687
0.0557,-0.017679
0.0556,-0.017704
0.0555,-0.017667
0.0554,-0.017641
0.0553,-0.017621
0.0552,-0.017607
0.0551,-0.017615
0.055,-0.017618
0.0549,-0.017569
0.0548,-0.017572
0.0547,-0.017561
0.0546,-0.01752
0.0545,-0.017543
0.0544,-0.017474
0.0543,-0.017494
0.0542,-0.01746
0.0541,-0.01744
0.054,-0.017463
0.0539,-0.017443
0.0538,-0.017397
0.0537,-0.017365
0.0536,-0.017365
0.0535,-0.017313
0.0534,-0.017287
0.0533,-0.017235
0.0532,-0.01725
0.0531,-0.017276
0.053,-0.017224
0.0529,-0.017224
0.0528,-0.017169
0.0527,-0.017123
0.0526,-0.01712
0.0525,-0.01712
0.0524,-0.017089
0.0523,-0.017028
0.0522,-0.017046
0.0521,-0.016997
0.052,-0.016994
0.0519,-0.017008
0.0518,-0.016953
0.0517,-0.016933
0.0516,-0.01691
0.0515,-0.016864
0.0514,-0.016882
0.0513,-0.016841
0.0512,-0.016778
0.0511,-0.016784
0.051,-0.016764
0.0509,-0.016758
0.0508,-0.016718
0.0507,-0.01672
0.0506,-0.016729
0.0505,-0.01668
0.0504,-0.016666
0.0503,-0.0166
0.0502,-0.016577
0.0501,-0.016562
0.05,-0.016516
0.0499,-0.016525
0.0498,-0.016487
0.0497,-0.016456
0.0496,-0.016427
0.0495,-0.016436
0.0494,-0.016384
0.0493,-0.016326
0.0492,-0.016329
0.0491,-0.016315
0.049,-0.016323
0.0489,-0.016243
0.0488,-0.016208
0.0487,-0.016211
0.0486,-0.01622
0.0485,-0.016159
0.0484,-0.016168
0.0483,-0.016079
0.0482,-0.016056
0.0481,-0.016013
0.048,-0.01601
0.0479,-0.015938
0.0478,-0.015964
0.0477,-0.015906
0.0476,-0.015869
0.0475,-0.015828
0.0474,-0.015794
0.0473,-0.015774
0.0472,-0.015808
0.0471,-0.015759
0.047,-0.01567
0.0469,-0.015716
0.0468,-0.015682
0.0467,-0.015578
0.0466,-0.015578
0.0465,-0.015529
0.0464,-0.015509
0.0463,-0.015495
0.0462,-0.015474
0.0461,-0.015466
0.046,-0.015426
0.0459,-0.015368
0.0458,-0.015368
0.0457,-0.015345
0.0456,-0.015285
0.0455,-0.015296
0.0454,-0.015262
0.0453,-0.015253
0.0452,-0.015239
0.0451,-0.015164
0.045,-0.015123
0.0449,-0.015103
0.0448,-0.015008
0.0447,-0.01498
0.0446,-0.014997
0.0445,-0.014968
0.0444,-0.014962
0.0443,-0.014934
0.0442,-0.014905
0.0441,-0.014844
0.044,-0.014793
0.0439,-0.01481
0.0438,-0.014755
0.0437,-0.014758
0.0436,-0.01468
0.0435,-0.014652
0.0434,-0.01464
0.0433,-0.01464
0.0432,-0.014634
0.0431,-0.014608
0.043,-0.014525
0.0429,-0.014513
0.0428,-0.014499
0.0427,-0.014476
0.0426,-0.014442
0.0425,-0.014395
0.0424,-0.01437
0.0423,-0.014329
0.0422,-0.014344
0.0421,-0.014283
0.042,-0.014211
0.0419,-0.014257
0.0418,-0.014206
0.0417,-0.014203
0.0416,-0.01409
0.0415,-0.014079
0.0414,-0.01407
0.0413,-0.014047
0.0412,-0.014013
0.0411,-0.014027
0.041,-0.014007
0.0409,-0.013981
0.0408,-0.013909
0.0407,-0.013932
0.0406,-0.013883
0.0405,-0.013852
0.0404,-0.013829
0.0403,-0.013852
0.0402,-0.013834
0.0401,-0.013774
0.04,-0.013722
0.0399,-0.013659
0.0398,-0.013659
0.0397,-0.013604
0.0396,-0.013593
0.0395,-0.01357
0.0394,-0.013529
0.0393,-0.013529
0.0392,-0.013575
0.0391,-0.013552
0.039,-0.013486
0.0389,-0.013449
0.0388,-0.013446
0.0387,-0.013426
0.0386,-0.013319
0.0385,-0.013319
0.0384,-0.013265
0.0383,-0.013219
0.0382,-0.013152
0.0381,-0.013152
0.038,-0.013161
0.0379,-0.013184
0.0378,-0.013141
0.0377,-0.013092
0.0376,-0.013052
0.0375,-0.01302
0.0374,-0.013046
0.0373,-0.01298
0.0372,-0.012945
0.0371,-0.012916
0.037,-0.012931
0.0369,-0.012845
0.0368,-0.01285
0.0367,-0.012859
0.0366,-0.012804
0.0365,-0.012836
0.0364,-0.012781
0.0363,-0.012729
0.0362,-0.012735
0.0361,-0.012695
0.036,-0.012741
0.0359,-0.012678
0.0358,-0.01266
0.0357,-0.012626
0.0356,-0.012542
0.0355,-0.012534
0.0354,-0.012505
0.0353,-0.012496
0.0352,-0.012393
0.0351,-0.012364
0.035,-0.012324
0.0349,-0.012353
0.0348,-0.012378
0.0347,-0.012338
0.0346,-0.012327
0.0345,-0.012281
0.0344,-0.012258
0.0343,-0.01224
0.0342,-0.0122
0.0341,-0.012191
0.034,-0.012171
0.0339,-0.012168
0.0338,-0.012145
0.0337,-0.012082
0.0336,-0.012076
0.0335,-0.012019
0.0334,-0.011973
0.0333,-0.01201
0.0332,-0.01199
0.0331,-0.01197
0.033,-0.011941
0.0329,-0.011909
0.0328,-0.01184
0.0327,-0.011791
0.0326,-0.011814
0.0325,-0.011875
0.0324,-0.011829
0.0323,-0.01178
0.0322,-0.011748
0.0321,-0.011748
0.032,-0.011694
0.0319,-0.011691
0.0318,-0.011648
0.0317,-0.011671
0.0316,-0.011722
0.0315,-0.011688
0.0314,-0.011642
0.0313,-0.011662
0.0312,-0.011636
0.0311,-0.011659
0.031,-0.011584
0.0309,-0.011576
0.0308,-0.011584
0.0307,-0.011576
0.0306,-0.011507
0.0305,-0.011518
0.0304,-0.011475
0.0303,-0.011432
0.0302,-0.011495
0.0301,-0.011466
0.03,-0.011463
0.0299,-0.011432
0.0298,-0.011406
0.0297,-0.011368
0.0296,-0.011354
0.0295,-0.01136
0.0294,-0.011351
0.0293,-0.011276
0.0292,-0.01121
0.0291,-0.011187
0.029,-0.01119
0.0289,-0.01121
0.0288,-0.011156
